company,country,sector
Samsung Perfex Chemicals Theme ETN (530012),South Korea,Investing/Securities Companies
Samsung Perfex Construction Materials Theme ETN (530010),South Korea,Investing/Securities Companies
Samsung Perfex Cosmetics Theme ETN (530004),South Korea,Investing/Securities Companies
Samsung Perfex Food & Beverage Theme ETN (530006),South Korea,Investing/Securities Companies
Samsung Perfex Inverse China A50 Futures ETN(H) (530002),South Korea,Investing/Securities Companies
Samsung Perfex Leisure Theme ETN (530007),South Korea,Investing/Securities Companies
Samsung Perfex Media Theme ETN (530008),South Korea,Investing/Securities Companies
Samsung Perfex Momentum Top Pick ETN (530003),South Korea,Investing/Securities Companies
Samsung Perfex Online Shopping Theme ETN (530011),South Korea,Investing/Securities Companies
Samsung Perfex Securities Theme ETN (530009),South Korea,Investing/Securities Companies
Samsung Securities Co. Ltd. (016360),South Korea,Investing/Securities Companies
Samsung US Large Cap Growth ETN (530019),South Korea,Investing/Securities Companies
Samsung US Large Cap Growth ETN(H) (530015),South Korea,Investing/Securities Companies
Samsung US Large Cap Value ETN (530020),South Korea,Investing/Securities Companies
Samsung US Mid & Small Cap Growth ETN(H) (530017),South Korea,Investing/Securities Companies
Samsung US Mid & Small Cap Value ETN (530022),South Korea,Investing/Securities Companies
Samsung US Mid & Small Cap Value ETN(H) (530018),South Korea,Investing/Securities Companies
San Amaro de Inversiones S.A. (S2608),Spain,Investing/Securities Companies
San Antonio Torre S.A. (S2605),Spain,Investing/Securities Companies
San Telmo Finanzas S.A. (S2610),Spain,Investing/Securities Companies
Sanamaro Cartera S.A. (S1881),Spain,Investing/Securities Companies
Sanbabiles S.A. (S2614),Spain,Investing/Securities Companies
Sandalos 2001 S.A. (S2612),Spain,Investing/Securities Companies
Sanditon Investment Trust PLC (SIT),United Kingdom,Investing/Securities Companies
Sandon Capital Investments Ltd. (SNC),Australia,Investing/Securities Companies
Sandston Corp. (SDON),United States,Investing/Securities Companies
Sandu Capital S.A. (S1775),Spain,Investing/Securities Companies
Sangam Advisors Ltd. (534618),India,Investing/Securities Companies
Saninver Inversiones S.A. (S2613),Spain,Investing/Securities Companies
Saninverpa S.A. (S2615),Spain,Investing/Securities Companies
Sanne Group PLC (SNN),United Kingdom,Investing/Securities Companies
Sant Bernat de Inversiones S.A. (S2621),Spain,Investing/Securities Companies
Santa Margarita Inversiones S.A. (S2616),Spain,Investing/Securities Companies
Santacabe S.A. (S2624),Spain,Investing/Securities Companies
Santander Consumer USA Holdings Inc. (SC),United States,Investing/Securities Companies
Santander PB Elite Dinamica S.A. (S0462),Spain,Investing/Securities Companies
Santander PB Renta Fija 1 S.A. (S0459),Spain,Investing/Securities Companies
Santos Nuevos S.A. (S2625),Spain,Investing/Securities Companies
Sanzcor Inversiones S.A. (S2626),Spain,Investing/Securities Companies
Sanzcorin Inversiones S.A. (S2629),Spain,Investing/Securities Companies
Saran Investment S.A. (S0190),Spain,Investing/Securities Companies
Sarandib Finanzas S.A. (S2221),Spain,Investing/Securities Companies
Saratoga Investama Sedaya (SRTG),Indonesia,Investing/Securities Companies
Saratoga Investment Corp. (SAR),United States,Investing/Securities Companies
Saratoga Investment Corp. 7.50% Notes due 2020 (SAQ),United States,Investing/Securities Companies
Sarsuil Inversiones S.A. (S1882),Spain,Investing/Securities Companies
Sasabe Inversiones S.A. (S2632),Spain,Investing/Securities Companies
Sasfin Holdings Ltd. (47S),Germany,Investing/Securities Companies
Sasfin Holdings Ltd. (SFN),South Africa,Investing/Securities Companies
Sasfin Holdings Ltd. Pfd. (SFNP),South Africa,Investing/Securities Companies
SAT Industries Ltd. (511076),India,Investing/Securities Companies
Satin Creditcare Network Ltd. (EQSATIN),India,Investing/Securities Companies
Satirev S.A. (S0042),Spain,Investing/Securities Companies
Satkar Finlease Ltd. (536592),India,Investing/Securities Companies
Satly Global Securities S.A. (S2617),Spain,Investing/Securities Companies
Satrapa S.A. (S2637),Spain,Investing/Securities Companies
Satya Miners & Transporters Ltd. (537068),India,Investing/Securities Companies
Sau d'Inversions S.A. (S2463),Spain,Investing/Securities Companies
Sauce Valores S.A. (S2618),Spain,Investing/Securities Companies
Saudi Advanced Industries Co. (2120),Saudi Arabia,Investing/Securities Companies
Saumya Capital Ltd. (531160),India,Investing/Securities Companies
Savani Financials Ltd. (511577),India,Investing/Securities Companies
Savir 2000 de Inversiones S.A. (S1883),Spain,Investing/Securities Companies
Savona Capital S.A. (S3455),Spain,Investing/Securities Companies
Savoy Inversiones S.A. (S2630),Spain,Investing/Securities Companies
Sawada Holdings Co. Ltd. (8699),Japan,Investing/Securities Companies
Saycan-2001 S.A. (S2620),Spain,Investing/Securities Companies
Sayoa S.A. (S2642),Spain,Investing/Securities Companies
SBI Holdings Inc. (8473),Japan,Investing/Securities Companies
SBI Investment Korea Co. Ltd. (019550),South Korea,Investing/Securities Companies
SC Alternative Fund S.A. (S1459),Spain,Investing/Securities Companies
SC Mercados Globales Inversiones S.A. (S1884),Spain,Investing/Securities Companies
Scan Steels Ltd. (511672),India,Investing/Securities Companies
Scandinavian Private Equity A/S (SPEAS),Denmark,Investing/Securities Companies
Schablona India Ltd. (507894),India,Investing/Securities Companies
Scherzer & Co. AG (PZS),United States,Investing/Securities Companies
Schnell Voyager 3 S.A. (S0419),Spain,Investing/Securities Companies
SCHNIGGE Wertpapierhandelsbank SE (SHB3),Germany,Investing/Securities Companies
Schola de Inversiones S.A. (S1229),Spain,Investing/Securities Companies
Schroder Asia Pacific Fund PLC (SDP),United Kingdom,Investing/Securities Companies
Schroder Asian Total Return Investment Co. PLC (ATR),United Kingdom,Investing/Securities Companies
Schroder European Real Estate Investment Trust PLC (SCD),South Africa,Investing/Securities Companies
Schroder European Real Estate Investment Trust PLC (SERE),United Kingdom,Investing/Securities Companies
Schroder ImmoPLUS (SRI),Switzerland,Investing/Securities Companies
Schroder Income Growth Fund PLC (SCF),United Kingdom,Investing/Securities Companies
Schroder Japan Growth Fund PLC (SJG),United Kingdom,Investing/Securities Companies
Schroder Oriental Income Fund Ltd. (SOI),United Kingdom,Investing/Securities Companies
Schroder Real Estate Investment Trust Ltd. (SREI),United Kingdom,Investing/Securities Companies
Schroder Real Return Fund (Managed Fund) (GROW),Australia,Investing/Securities Companies
Schroder UK Growth Fund PLC (SDU),United Kingdom,Investing/Securities Companies
Schroder UK Mid Cap Fund PLC (SCP),United Kingdom,Investing/Securities Companies
Schroders Acciones Asiaticas S.A. de C.V. A (BNMASIAA),Mexico,Investing/Securities Companies
Schroders PLC (PYX),Germany,Investing/Securities Companies
Schroders PLC (SHNWF),United States,Investing/Securities Companies
Schroders PLC (SDR),United Kingdom,Investing/Securities Companies
Schroders PLC Non-Voting (SDRC),United Kingdom,Investing/Securities Companies
SCI Information Service Inc. (036120),South Korea,Investing/Securities Companies
Scintilla Commercial & Credit Ltd. (538857),India,Investing/Securities Companies
Scipio Capital S.A. (S3194),Spain,Investing/Securities Companies
SCITI Trust (SIN.UN),Canada,Investing/Securities Companies
Scorpex Inc. (SRPX),United States,Investing/Securities Companies
Scotia Para No Contribuyentes S.A. de C.V. Series A (SCOTGMPA),Mexico,Investing/Securities Companies
Scotia Progresivo S.A. de C.V. A (SCOT-FXF1),Mexico,Investing/Securities Companies
Scottish American Investment Co. PLC (SCAM),United Kingdom,Investing/Securities Companies
Scottish Investment Trust PLC (SCIN),United Kingdom,Investing/Securities Companies
Scottish Mortgage Investment Trust PLC (SMT),United Kingdom,Investing/Securities Companies
Scottish Mortgage Investment Trust PLC (STMZF),United States,Investing/Securities Companies
Scottish Oriental Smaller Companies Trust PLC (SST),United Kingdom,Investing/Securities Companies
Scottish Pacific Group Ltd. (SCO),Australia,Investing/Securities Companies
Seamico Securities PCL (ZMICO),Thailand,Investing/Securities Companies
Seamico Securities PCL NVDR (ZMICO-R),Thailand,Investing/Securities Companies
Seaway Valley Capital Corp. (SEVA),United States,Investing/Securities Companies
SEB ImmoPortfolio Target Return Fund (ODEH),Germany,Investing/Securities Companies
Seboruco S.A. (S2644),Spain,Investing/Securities Companies
Secal 2010 S.A. (S1218),Spain,Investing/Securities Companies
Secram Inversiones S.A. (S0909),Spain,Investing/Securities Companies
Secuoya de Inversiones S.A. (S0910),Spain,Investing/Securities Companies
Securities Group Co. K.S.C. (SGC),Kuwait,Investing/Securities Companies
Securities Trust of Scotland PLC (STS),United Kingdom,Investing/Securities Companies
Security Analysis Investments S.A. (S2415),Spain,Investing/Securities Companies
Security National Financial Corp. Cl A (SNFCA),United States,Investing/Securities Companies
Sedor Global S.A. (S2645),Spain,Investing/Securities Companies
Sega 2008 S.A. (S0109),Spain,Investing/Securities Companies
Segre 2000 S.A. (S2646),Spain,Investing/Securities Companies
SEI Investments Co. (SEIC),United States,Investing/Securities Companies
Seisbecisa S.A. (S2653),Spain,Investing/Securities Companies
Seleccion Diversificada S.A. (S2654),Spain,Investing/Securities Companies
Select Asset Inc. CBTC Series 2006 CorTS Cl A for J.C. Penney Deb. Tr (JBR),United States,Investing/Securities Companies
Select Asset Inc. CorTS for J.C. Penney Deb. Bkd Series 2007-1 Cl A-1 7.00% (JBN),United States,Investing/Securities Companies
SelectCore Ltd. (SCG),Canada,Investing/Securities Companies
Semob 2001 Inversiones S.A. (S2651),Spain,Investing/Securities Companies
Sen Yue Holdings Ltd. (5BS),Singapore,Investing/Securities Companies
Sena Finance S.A. (S0443),Spain,Investing/Securities Companies
Senda de Vite S.A. (S2652),Spain,Investing/Securities Companies
Seneca Global Income & Growth Trust PLC (SIGT),United Kingdom,Investing/Securities Companies
Senestrella S.A. (S2656),Spain,Investing/Securities Companies
Senior Secured Floating Rate Loan Fund (FRL.UN),Canada,Investing/Securities Companies
Senior Trust Retirement Village Listed Fund (NS) (SRF),New Zealand,Investing/Securities Companies
Sentani de Valores Mobiliarios S.A. (S2657),Spain,Investing/Securities Companies
Sentry Select Primary Metals Corp. (PME),Canada,Investing/Securities Companies
Senurmo S.A. (S3475),Spain,Investing/Securities Companies
Senvest Capital Inc. (SEC),Canada,Investing/Securities Companies
Senvest Capital Inc. (SVCTF),United States,Investing/Securities Companies
Seny 97 S.A. (S2662),Spain,Investing/Securities Companies
Sequia Inversions S.A. (S2658),Spain,Investing/Securities Companies
Sequoia Economic Infrastructure Income Fund Ltd. (SEQI),United Kingdom,Investing/Securities Companies
Sequoia Valores S.A. (S3430),Spain,Investing/Securities Companies
Serantes Cartera S.A. (S2663),Spain,Investing/Securities Companies
Sergama Inversiones S.A. (S2664),Spain,Investing/Securities Companies
Sergrobe de Inversiones S.A. (S2665),Spain,Investing/Securities Companies
Sermon Investment S.A. (S0726),Spain,Investing/Securities Companies
Set Costa Brava 97 S.A. (S0248),Spain,Investing/Securities Companies
Setoba de Inversiones S.A. (S2666),Spain,Investing/Securities Companies
Sevidon S.A. (S2668),Spain,Investing/Securities Companies
Sextante Capital S.A. (S3376),Spain,Investing/Securities Companies
SG ETC BTP Future -5x Daily Short Collateral (BTP5S),Italy,Investing/Securities Companies
SG ETC Bund Future +5x Daily Long Collateral (BUND5L),Italy,Investing/Securities Companies
SG ETC Bund Future -5x Daily Short Collateral (BUND5S),Italy,Investing/Securities Companies
SG ETC Natural Gas -3x Daily Short Collateralized (GAS3S),Italy,Investing/Securities Companies
SG ETC Oat Future +5x Daily Long Collateral (OAT5L),Italy,Investing/Securities Companies
SG ETC x3 Daily Short USD Long EUR Collateral (SULE3),Italy,Investing/Securities Companies
SG ETC x5 Daily Long GBP Short EUR Collateral (LPSE5),Italy,Investing/Securities Companies
SG ETC x5 Daily Long USD Short EUR Collateral (LUSE5),Italy,Investing/Securities Companies
SG ETC x5 Daily Short GBP Long EUR Collateral (SPLE5),Italy,Investing/Securities Companies
SG ETC x5 Daily Short USD Long EUR Collateral (SULE5),Italy,Investing/Securities Companies
SG EURUSD x5 Daily Short USD (SEU5),United Kingdom,Investing/Securities Companies
SG FTSE 100 x3 Daily Long GBP (UKL3),United Kingdom,Investing/Securities Companies
SG GBPUSD x5 Daily Long USD (LGB5),United Kingdom,Investing/Securities Companies
SG GBPUSD x5 Daily Short USD (SGB5),United Kingdom,Investing/Securities Companies
SG Gold x5 Daily Long (5GOL),United Kingdom,Investing/Securities Companies
SG Gold x5 Daily Long USD (5GUL),United Kingdom,Investing/Securities Companies
SG Gold x5 Daily Short (5GOS),United Kingdom,Investing/Securities Companies
SG Gold x5 Daily Short USD (5GUS),United Kingdom,Investing/Securities Companies
SG Natural Gaz x3 Daily Long GBP (NGL3),United Kingdom,Investing/Securities Companies
SG Natural Gaz x3 Daily Short GBP (NGS3),United Kingdom,Investing/Securities Companies
SG Silver x5 Daily Long (5SIL),United Kingdom,Investing/Securities Companies
SG Silver x5 Daily Short (5SIS),United Kingdom,Investing/Securities Companies
SG WTI x5 Daily Long (5OIL),United Kingdom,Investing/Securities Companies
SG WTI x5 Daily Long USD (5OUL),United Kingdom,Investing/Securities Companies
SG WTI x5 Daily Short (5OIS),United Kingdom,Investing/Securities Companies
SG WTI x5 Daily Short USD (5OUS),United Kingdom,Investing/Securities Companies
Shaanxi International Trust Co. Ltd. (000563),China,Investing/Securities Companies
Shalibhadra Finance Ltd. (511754),India,Investing/Securities Companies
Shalimar Agencies Ltd. (539895),India,Investing/Securities Companies
Shanghai AJ Group Co. Ltd. A (600643),China,Investing/Securities Companies
Shanghai Greencourt Investment Group Co. Ltd. A (600695),China,Investing/Securities Companies
Shanghai Greencourt Investment Group Co. Ltd. B (900919),China,Investing/Securities Companies
Shanghai International Shanghai Growth Investment Ltd. (0770),Hong Kong,Investing/Securities Companies
Shanxi Securities Co. Ltd. (002500),China,Investing/Securities Companies
Shardul Securities Ltd. (512393),India,Investing/Securities Companies
Share Inversiones S.A. (S2670),Spain,Investing/Securities Companies
Share PLC (SHRE),United Kingdom,Investing/Securities Companies
Shareco Brokerage Co. Ltd. (SHBC),Jordan,Investing/Securities Companies
Shareholder Inversiones S.A. (S3277),Spain,Investing/Securities Companies
Shareholdervalue Beteiligungen AG (SVE),United States,Investing/Securities Companies
Sharp Investments Ltd. (538212),India,Investing/Securities Companies
Shenwan Hongyuan (H.K.) Ltd. (0218),Hong Kong,Investing/Securities Companies
Shenwan Hongyuan Group Co. Ltd. A (000166),China,Investing/Securities Companies
